newage,total_w,mat
1,364.61049918990045,1
1,437.54005434055284,0
1,350.1093112903711,0
1,398.8734067395267,0
1,335.84500256702484,0
1,306.93998059100863,0
1,526.8619875393972,1
1,377.41101644366853,1
1,304.89031982553735,0
1,330.698397597967,1
1,507.138874458484,1
1,291.43814722400515,0
1,417.9306660419043,1
1,265.8165981035211,0
1,357.97292875148884,0
1,468.0162641122023,1
1,410.66334307439746,0
1,501.72960459218024,1
1,574.0997386322316,1
1,637.7799119575257,1
1,433.6866404014271,0
1,330.68792664415736,0
1,563.2263338497257,1
1,364.46555721281345,0
1,448.3996582483593,1
1,309.2183235538916,0
1,311.3503959613769,0
1,560.1651845592453,1
1,608.4627454609883,1
1,503.4709523674143,1
1,496.89657417625773,1
1,276.19362112031763,0
1,391.5511550931426,0
1,347.48055353074074,0
1,409.65843246641975,0
1,475.9142812423057,0
1,465.05171644148993,0
1,369.1851612511758,1
1,610.344622633893,1
1,479.57892064659,1
1,442.8061887659411,1
1,571.2157791126165,1
1,483.237180354762,1
1,358.5220298091067,0
1,376.49061143635157,0
1,521.2477049984423,1
1,285.7136196569354,0
1,239.48579591750038,0
1,253.2320978364462,0
1,180.82587711776006,0
1,569.3723605341164,1
1,528.6400477681453,1
1,391.80151706559514,0
1,362.9412943923521,0
1,360.77727314077424,0
1,342.49637576270703,0
1,321.84324539650396,0
1,454.20299236389826,1
1,473.6730416119741,1
1,442.6033211748288,1
1,526.2168194752401,1
1,263.93097994518024,0
1,372.483050122224,0
1,513.2339673743163,1
1,458.7138344237017,0
1,470.9518365667003,1
1,554.3697885529256,1
1,376.03161718587296,0
1,243.42092651467397,0
1,494.6369240440809,1
1,283.9804680037046,0
1,468.0551417369075,0
1,551.5653268064641,1
1,417.83479385965506,0
1,384.5817706227104,0
1,533.7873274177919,1
1,437.56851940175244,1
1,422.43515965627194,0
1,618.0976186042011,1
1,242.7087921987672,0
1,643.8549823569751,1
1,479.8870357457173,0
1,300.4048501060971,0
1,218.29296057500073,0
1,220.5382266960541,0
1,314.41897834696834,0
1,259.66997619898035,0
1,506.3775647822607,1
1,272.56999801712095,1
1,385.49351196397254,0
1,549.5474533923219,0
1,193.9955662981106,0
1,584.8773098784845,1
1,323.9613420126243,0
1,213.5285947345921,0
1,472.4522498291571,1
1,545.1679859046749,1
1,599.6262918401432,1
1,489.84225861096706,1
1,513.7554404187755,1
1,332.63034783908813,0
1,415.9412395009451,0
1,531.8119356858781,1
1,553.8942411030959,1
1,648.1909724018277,1
1,406.3556448703249,0
1,367.254222736439,0
1,511.92704380544996,0
1,365.70117611785304,0
1,573.9039521357555,1
1,586.825940326903,1
1,402.7452038716214,0
1,549.436877587803,1
1,510.0541769242097,1
1,290.02511360838093,0
1,465.983483111243,1
1,472.6547140918741,0
1,556.5845369326092,1
1,411.91786585369675,1
1,418.6203610639857,1
1,490.63932279599345,1
1,246.81369661034572,0
1,622.2928325836182,1
1,229.9550405188702,0
1,392.3984684097737,0
1,529.8509103090989,1
1,551.5240533933544,1
1,546.4048285364895,0
1,461.60890422126243,0
1,417.8275763513981,1
1,396.1271566287603,0
1,389.8166852781008,1
1,492.90240488414224,1
1,531.5791354264993,1
1,647.2234445659607,1
1,523.4854101264145,1
1,291.97708840279,0
1,475.57982644628413,0
1,325.4218626537247,1
1,501.68662409132645,1
1,436.4721865821412,1
1,503.5462183288808,0
1,454.4918310082823,1
1,233.65618609872763,0
1,315.1788619804442,0
1,478.81492860014737,1
1,463.16940483104173,1
1,301.8310571581506,0
1,295.50524291276275,0
1,516.4352337224562,1
1,356.15261568040006,0
1,560.3277358273236,1
1,484.9769477402412,1
1,326.6764316390828,0
1,339.1667243760492,1
1,533.9434617185618,1
1,410.86478200713503,1
1,414.7833885889567,1
1,519.6016733721262,1
1,650.3223427499315,1
1,587.5975929863785,1
1,519.9611875142067,1
1,373.0372637216271,1
1,280.0042032236074,0
1,467.1876662298428,0
1,373.4389432778171,1
1,478.2029563976903,1
1,524.8759673672412,0
1,239.34950133433762,0
1,314.74928082161495,0
1,222.02568828412157,0
1,347.8767350275693,1
1,351.80690449546154,0
1,342.0771251609569,0
1,256.7266691131005,0
1,589.8453960078377,1
1,560.2039820924779,1
1,437.93749860857474,1
1,461.790106222411,1
1,495.7518314628335,1
1,280.5206068604715,0
1,471.7397575184665,1
1,379.38706508229046,0
1,709.1155091211776,1
1,323.4677070669616,0
1,617.6530453502917,0
1,294.8436862659659,0
1,604.5708677333403,1
1,472.6418176695432,1
1,611.5972498402239,1
1,281.0388528549834,0
1,440.71934314548616,0
1,551.5576580233508,1
1,419.0504916162134,0
1,385.64168263757267,1
1,488.59505980487853,1
1,359.6598173111747,0
1,414.46586216863363,1
1,463.504716730759,0
1,635.0054179890761,1
1,311.8220634196259,0
1,269.81208617612174,0
1,533.1626125982787,1
1,608.6308837612315,1
1,360.35549379808407,0
1,455.8147517306866,1
1,374.586018994624,0
1,267.4251831601347,0
1,417.56321703629175,1
1,306.97200506320826,1
1,424.2112569502445,0
1,293.1962196448716,1
1,511.3884960065748,1
1,617.1974974658809,1
1,493.37470996057675,1
1,465.25822594129954,1
1,369.5303724034478,1
1,603.0352783961243,1
1,495.9171355262531,1
1,285.4456517144493,0
1,574.9393897244591,1
1,565.0529364749286,1
1,584.8729731684587,1
1,506.0314124961201,1
1,429.59573418718867,0
1,363.2400168241692,1
1,506.3247055839199,1
1,640.6011984844899,1
1,203.63337276760205,0
1,224.58318118424282,0
1,345.8418151288575,0
1,578.4398846208636,1
1,580.7991613456292,0
1,365.03301551992155,0
1,424.27121916105386,0
1,397.2615079320476,1
1,547.7026865721233,1
1,651.9990794861675,1
1,484.03512569742264,1
1,429.53364143959095,1
1,426.8756698647877,0
1,366.3824300483221,0
1,260.46704088393903,0
1,546.1617967025974,1
1,536.7059267944826,1
1,592.5510855687213,1
1,647.0168488156124,1
1,554.9272470404871,1
1,491.27100606278697,1
1,512.1778564798959,1
1,542.9624843195313,1
1,465.5573024928351,0
1,367.50671896004616,0
1,377.1616355752266,0
1,667.8029002443749,1
1,434.4817099724083,1
1,358.47413588547573,0
1,566.5150706984767,1
1,447.38849711088915,0
1,365.1779333063761,0
1,260.66111157243796,0
1,434.3127819228365,1
1,399.6438180630273,0
1,459.114423769361,1
1,433.761398802159,0
1,509.76486355855695,1
1,454.85668916060735,0
1,368.53350772720387,0
1,573.3727725411436,1
1,432.8954512547852,0
1,197.21854782915148,0
1,278.7767652020473,0
1,575.6814891094313,1
1,406.62629203915236,0
1,580.0565381766135,1
1,345.488406996421,0
1,262.479423667449,0
1,252.30217910087336,0
1,400.62199120839506,0
1,460.2714599697421,0
1,414.22321540722476,0
1,357.08254305433684,1
1,574.9235842746158,1
1,301.2036886129061,0
1,424.33501813849875,0
1,479.0831723861606,1
1,352.0134766829562,0
1,529.5350038402776,1
1,606.3928040910743,1
1,612.7891243255336,1
1,246.86008009153431,0
1,558.4852463217829,1
1,482.89558757679754,0
1,347.4713815866307,0
1,526.6639916824761,0
1,612.6772933196355,1
1,432.0187887220059,1
1,349.6072403905028,0
1,478.3673442499681,0
1,326.42747475334045,0
1,311.95759867246187,0
1,342.9430185084564,0
1,255.51657060982288,0
1,236.6042950514141,0
1,206.7792417721287,0
1,499.7057270267523,1
1,258.489699231007,0
1,263.33901951572795,0
1,583.3048736936523,1
1,540.5365499636448,1
1,483.34166290536484,0
1,352.2364936431525,0
1,321.392624510413,0
1,259.3595330337105,0
1,355.081096224646,0
1,332.992891451753,0
1,325.32328520045655,0
1,297.1307771247702,0
1,258.81803220305784,0
1,460.87468628828015,0
1,313.46881360725695,0
1,339.7071933921842,0
1,453.0215369777201,1
1,446.714790930726,0
1,265.168306812841,0
1,529.3376897859547,1
1,524.0599146133966,1
1,302.3505728261028,0
1,554.5011705001149,1
1,613.1936551461489,1
1,340.88766340006794,1
1,374.7976921691144,0
1,532.6880789197405,1
1,446.29908001677245,1
1,261.32667362096345,0
1,308.01102795011525,0
1,349.18962586901955,0
1,410.23447966758516,1
1,469.2216662804589,1
1,405.60441156725693,0
1,408.3622117436472,0
1,535.9399105381249,1
1,266.06284175221526,0
1,239.5796022027137,0
1,452.70558536865565,1
1,556.118015404439,1
1,368.60236759842775,0
1,466.2361563426707,1
1,364.04774558610654,0
1,467.532420973075,1
1,425.7438997127477,0
1,409.400983114653,0
1,351.6685036923889,0
1,365.1951585307159,0
1,226.35478604515725,0
1,347.604223629706,0
1,304.5979615217292,0
1,373.1448843810445,1
1,299.9454451892311,0
1,561.836849266634,1
1,479.60426723123453,0
1,547.2181254398885,1
1,573.6876402846347,1
1,350.2098712026749,0
1,152.72604408550058,0
1,484.7032851984554,1
1,387.0504563865366,1
1,499.6655458698813,1
1,342.5751898774198,0
1,204.55408409944636,0
1,376.394703439793,0
1,415.03656175465466,0
1,447.2455144297245,0
1,320.2202920268736,1
1,347.32163165162206,1
1,614.8705373476702,1
1,388.0756083362041,1
1,342.19737309655585,0
1,284.85837295849154,0
1,332.4652736945706,0
1,342.06422335528555,0
1,257.5850335967667,0
1,375.1270335011816,0
1,341.856830391498,0
1,309.31553137766764,0
1,517.204500665589,1
1,255.91769842199926,0
1,389.3388506482441,0
1,384.9915864502104,0
1,679.4179399251295,1
1,220.61855861225052,0
1,308.5713897721725,0
1,662.8731680210594,1
1,542.4613102052998,1
1,502.5215878992521,0
1,392.26122383553275,0
1,279.5298785996798,0
1,575.3256126508977,1
1,609.1778897616184,1
1,420.4714421475903,0
1,557.9298519777401,1
1,317.70693663093255,0
1,556.4272952176433,1
1,330.42994101545776,0
1,428.3747972114252,0
1,476.9783133520885,1
1,429.2638399928476,1
1,297.1725128279689,0
1,313.19149580567705,0
1,429.83124636696607,1
1,451.6900560104207,0
1,460.2601440520512,1
1,285.7608727803654,0
1,427.63305094243157,0
1,369.0499869165702,0
1,219.55753596231682,0
1,427.8321927650935,1
1,264.2004229800712,0
1,219.8356905313717,0
1,623.3187189628452,1
1,422.10905347430287,0
1,569.4037215823756,0
1,388.9266134576082,0
1,450.6861983499022,1
1,444.98921762429813,1
1,533.5402418105198,1
1,398.9176740504487,0
1,381.6026691287916,0
1,438.51360038250124,0
1,603.1467009567721,1
1,563.5111813297856,1
1,696.0095359783336,1
1,261.3281167009335,0
1,552.1956227253373,1
1,581.2698161322174,1
1,326.8611871011439,0
1,349.6971148989987,0
1,534.7840150660019,1
1,477.9803935654508,0
1,598.2654387308854,1
1,280.67269534205707,0
1,486.3830757840113,1
1,268.3291023156589,1
1,208.96175053419648,0
1,410.30338577286363,1
1,479.9407337948996,0
1,471.7563460643815,1
1,419.2322336747457,1
1,390.9610043336809,0
1,597.8070499115527,1
1,430.3794620159096,1
1,506.65593188660506,1
1,395.34113231025583,0
1,396.0595478231326,0
1,399.5033686751849,1
1,435.8495347584494,1
1,536.2120306436004,1
1,462.6960258348586,0
1,364.41850673475665,1
1,623.5247935203653,1
1,393.4130054158093,0
1,375.40190399210366,1
1,587.2496364252236,1
1,435.9154538803058,1
1,264.4834801604396,0
1,608.259444202471,1
1,531.611972146678,1
1,368.2805439667832,0
1,314.1868760621337,0
1,613.0195634763655,1
1,479.06312354940815,1
1,566.7955379007323,1
1,591.1378863494124,1
1,437.9708859707949,1
1,340.7532889616895,0
1,378.1606429725808,0
1,401.4588366392003,1
1,544.0402699639349,1
1,254.8135529583341,0
1,388.2464778904925,0
1,506.4093771449405,1
1,514.3419501561473,1
1,340.70243956033147,0
1,566.868976856235,1
1,372.2163331518928,0
1,565.9918785982304,1
1,234.82687871443466,0
1,411.2806851071356,1
1,588.8849523551263,1
1,271.9819543561017,0
1,323.5371299977786,0
1,503.52280867403306,0
1,462.767872137014,0
1,506.815693202047,1
1,486.83454813309595,1
1,460.93017736701006,1
1,293.75506172732844,0
1,349.1206827102013,0
1,349.67826877188753,1
1,549.3160388621816,0
1,540.5353207298124,1
1,370.31618658654384,0
1,422.9362675630407,1
1,628.1787104577899,1
1,232.75470444397646,0
1,367.14000060684026,0
1,350.77822188105836,0
1,527.1381875734858,1
1,228.74565704267187,0
1,683.1533324138657,1
1,548.0290189363949,1
1,457.02417941607496,1
1,570.933285985306,1
1,673.1794278200097,1
1,600.6087008415094,1
1,363.8069765496486,0
1,502.9040523489577,0
1,491.9766136940587,1
1,437.363788764167,0
1,480.1961966522263,1
1,536.1185109980398,1
1,573.7802566468241,1
1,399.2845488651998,0
1,266.9719135779006,0
1,629.5137920096529,1
1,591.3795906846025,1
1,298.05228273573573,0
1,646.1711629688433,1
1,497.37927101506966,0
1,421.91034703013935,0
1,421.105286480585,1
1,296.32411550089256,0
1,265.032539295576,0
1,361.2316591569012,0
1,606.6711941714105,1
1,283.16179227934987,0
1,315.51536887544023,0
1,482.0636710735396,0
1,499.1401458045406,1
1,601.054350917897,1
1,359.89689308559485,0
1,323.4616588275057,1
1,489.5150980348593,1
1,462.7137102966418,1
1,422.8410033257241,1
1,485.5160070600522,0
1,274.85748604361623,0
1,255.7545736127276,0
1,431.4730328043781,0
1,308.2019390484492,0
1,586.3544510830741,1
1,369.45773537588815,1
1,429.90409750390313,0
1,391.55734740849584,0
1,280.2630651344026,0
1,455.6030382227531,1
1,253.8167466188986,0
1,442.7615004502269,0
1,300.6562094610577,0
1,483.7310231379455,1
1,362.93534455491886,0
1,576.051175316768,1
1,395.6576505978459,1
1,481.8234688657665,1
1,223.55749512653506,0
1,527.5757596306855,1
1,361.7709715026896,0
1,625.6656624984652,1
1,316.7911703447049,0
1,306.55701472343503,1
1,218.89325440900515,0
1,373.87941308650676,0
1,436.37045204683943,0
1,291.3662991407322,0
1,567.1138971549161,1
1,368.4921446277924,0
1,508.1710227126291,1
1,390.7107813762514,1
1,389.1987065889423,1
1,408.5135320004851,0
1,183.1220730621023,0
1,357.8771154913974,1
1,588.4671622093528,1
1,567.0740338908607,0
1,384.00779655915716,1
1,370.55759648544876,0
1,397.2725472893284,0
1,366.60432601701905,0
1,298.5984584622121,0
1,241.9389379197042,0
1,515.2681767049206,1
1,412.7942894373827,0
1,282.80509649789553,0
1,325.9081825616581,0
1,250.11958801054948,0
1,543.3994279824135,1
1,220.16910937412501,0
1,245.92538184388184,0
1,539.9990897421634,1
1,369.9224991904525,0
1,427.6700467992363,0
1,336.44796585875287,0
1,306.2453124822995,0
1,369.7655472129661,0
1,511.61550391334197,1
1,531.1423718830339,0
1,499.1974415660111,0
1,393.3214295187779,1
1,430.2228472004458,0
1,175.67697922080694,0
1,374.429695799238,1
1,608.9142785367017,1
1,136.40405145166568,0
1,229.44145056356695,0
2,419.3022277391479,0
2,621.5291038899784,0
2,433.6277851084295,0
2,427.9268647804228,0
2,445.18640863166684,0
2,708.558568704893,1
2,772.3843182792336,1
2,599.4642994097213,0
2,718.8033949008857,1
2,593.6403455870703,0
2,750.2941365656029,1
2,541.7530961629386,1
2,490.9228343522651,0
2,276.98227265193543,0
2,639.8483738099383,1
2,672.7576679932322,1
2,470.51490816215545,0
2,241.0775439414745,0
2,674.9285749442314,1
2,390.3433683671077,0
2,679.0094866098088,1
2,733.5154989084241,1
2,544.5200615195959,0
2,387.4126812297761,0
2,531.9983751781858,0
2,621.4843645005355,1
2,624.0380806604412,1
2,721.4662197738006,1
2,311.0817257773316,0
2,512.1661094232937,1
2,718.5111057737979,1
2,769.4861577852338,1
2,491.60403703091225,0
2,652.049306273654,0
2,563.4994085107002,1
2,402.6170294244439,0
2,433.1184841665058,0
2,630.9941139456138,1
2,381.61172186900336,0
2,384.53941026245246,0
2,401.0771480461618,0
2,650.2731938333994,1
2,572.3225843602131,0
2,631.5504935786687,1
2,385.2971147103707,0
2,622.8600404121648,1
2,502.04255276156084,0
2,685.8007409054153,1
2,768.6371348318452,1
2,279.8107289391542,0
2,567.4130190390766,1
2,311.79987834486553,0
2,605.9726597028457,1
2,439.1401096173231,0
2,411.48875505458363,0
2,483.02515911296246,0
2,524.4669945805034,0
2,484.39046007309355,1
2,650.1449381507146,1
2,466.64689995129714,0
2,288.8296502171198,0
2,608.3578830036754,1
2,455.3321128840132,0
2,556.1941209441212,1
2,576.5843600984159,0
2,472.52460589449464,0
2,221.11219433591862,0
2,439.0335846229061,0
2,723.4489155688915,1
2,543.2963079352595,1
2,555.3402981607633,1
2,551.1379913134937,1
2,404.1560989480652,0
2,478.8837879257073,0
2,526.0113475972446,0
2,239.58279626716833,0
2,394.69049034751174,0
2,447.2279281123117,0
2,357.033275281266,0
2,716.1794246164017,1
2,304.0637531818488,0
2,602.8323363816901,1
2,361.46301631985153,0
2,755.9538946714313,1
2,358.049434131732,1
2,375.09212707235605,0
2,670.4586040071597,0
2,627.8193178851648,1
2,515.641318585999,0
2,652.2477609005396,1
2,374.71992337386234,0
2,505.1591509094431,0
2,378.0274464480421,0
2,531.734309121651,0
2,418.56457796536114,0
2,408.14593253386033,0
2,567.0485821516128,1
2,752.317236043602,1
2,495.7780554181349,0
2,372.1697185553231,0
2,313.20290599006745,0
2,671.6369824284868,0
2,411.2802127385094,0
2,404.2876045802426,0
2,542.8033098668606,1
2,598.5646311411008,1
2,555.279355267636,1
2,458.22700503207454,0
2,341.07519483602397,0
2,826.687357919333,1
2,404.12367328603534,0
2,637.6445698615418,1
2,622.8868184223666,1
2,639.2969267789192,0
2,404.86670801570517,0
2,459.24357983769363,0
2,559.2158624103823,1
2,686.5336262698363,1
2,730.6178022379466,0
2,360.2696318030248,0
2,363.861423512876,0
2,735.8669756109122,1
2,710.3467556287659,1
2,746.6197054541587,1
2,434.64241498574927,0
2,541.6366656980374,0
2,571.0507760764469,1
2,653.8153763630253,1
2,527.4706005165039,1
2,380.5612350486379,0
2,532.1176942634569,1
2,402.41825986280656,0
2,420.64020263802894,0
2,711.2879014846742,1
2,529.394418468068,0
2,654.5859540375822,1
2,416.86726234720425,0
2,593.0820688113724,1
2,755.8559809086026,1
2,288.4673259020382,0
2,308.0044464839315,0
2,345.55545813964034,0
2,332.336659465016,1
2,555.2492951685472,1
2,771.8466245591924,1
2,534.179805357167,1
2,439.7537880682525,0
2,571.5318049109434,1
2,578.1056919912586,0
2,391.44253260694484,0
2,611.863873481133,0
2,564.1534938383733,0
2,643.7407184623182,1
2,353.595260370813,0
2,580.0980174437734,1
2,310.69668268731436,0
2,363.2227660068596,0
2,642.0336388565041,1
2,693.5795711817211,1
2,293.24277928661377,0
2,429.39456558425405,0
2,367.96534902624006,0
2,330.8326825892118,0
2,424.90476454552,0
2,232.52408431329172,0
2,503.09153016429576,1
2,561.3143117121338,1
2,672.3930760843867,1
2,648.360386977872,1
2,341.80481990488164,0
2,791.3561534622877,1
2,635.0055263560744,1
2,689.4646122565529,1
2,680.333233954731,1
2,732.9207327264261,1
2,608.5319597565024,1
2,426.75151317942175,0
2,591.9888066748947,1
2,551.5523003391578,1
2,584.0605122453381,1
2,528.5166141953098,0
2,335.47504241394273,0
2,410.49063605986134,0
2,834.9288075874318,1
2,638.8217121535204,1
2,572.3552904846952,1
2,424.5859245361743,0
2,455.19156546740294,0
2,655.3098171178143,1
2,603.7823973130191,0
2,667.2117890456873,1
2,442.3674116063636,0
2,600.320069617516,1
2,404.009671493206,0
2,522.0669957336993,1
2,449.4013496275267,0
2,478.46520499555334,0
2,686.5794289266062,1
2,749.1539358877048,1
2,262.02877751888485,0
2,695.4362712770352,1
2,354.20720023856865,0
2,553.8983072222237,0
2,286.30476535786005,0
2,430.78892558848236,0
2,592.4738915606682,1
2,260.9210563771351,0
2,451.1371689667747,1
2,688.0198166689921,1
2,399.34589069947816,0
2,568.0310238601348,1
2,342.7441941136682,0
2,572.2702286155022,1
2,444.69350908889925,0
2,431.7846056305527,0
2,349.05010831778196,0
2,311.15004518361496,0
2,441.2360539183467,0
2,505.4116382602647,0
2,677.3347365704282,1
2,675.8777530122757,1
2,630.7713755077696,1
2,324.20400387545203,0
2,431.85640141846955,0
2,314.99672622446155,0
2,379.56820526223714,0
2,554.4279824970987,1
2,491.88451498311866,0
2,463.5478999064795,0
2,481.5487464715311,1
2,655.7225590148483,0
2,663.7049702936871,1
2,390.3714959921049,0
2,700.8742357581643,1
2,759.2775661305889,1
2,454.8827919619401,0
2,430.16466347867794,0
2,538.7461892544212,0
2,759.234855171984,1
2,591.8466809851662,0
2,404.1092864104103,0
2,459.9160975380837,0
2,570.2915320494088,0
2,586.2719588304544,1
2,318.6546957100784,0
2,650.9954969042923,1
2,590.1959175547915,1
2,637.8710926270902,1
2,773.1907544991029,1
2,593.9215294582432,0
2,469.8674315880295,0
2,584.9654913370899,1
2,312.05695645007995,0
2,583.3564022758953,1
2,396.5366281451851,0
2,595.634295510445,1
2,398.6498293942885,0
2,326.4314794451804,0
2,298.65450510529246,0
2,316.97612141554356,0
2,711.1794816164507,1
2,630.5005536154424,1
2,542.9832133233442,0
2,407.2493982307656,0
2,274.1329270524754,0
2,393.7337678032594,1
2,384.7031194554894,0
2,782.4778356968715,1
2,372.0399289895573,0
2,550.3251933756383,0
2,386.16324271833906,0
2,427.71459142929456,0
