newage,total_w,mat
3,340.06216168580545,0
3,891.3144536665658,1
3,428.7136144843866,1
3,644.3853657558789,1
3,236.91165590981694,0
3,778.3536268165371,1
3,805.2372961176723,1
3,708.1693322714467,1
3,422.96267560945364,1
3,604.003398857283,1
3,703.1690802994042,1
3,561.3684327637282,1
3,785.6864469057272,1
3,694.3340041223291,1
3,815.4079714331756,1
3,585.0452660251207,1
3,267.24938224667153,0
3,497.14923908784334,1
3,392.9990816349429,0
3,817.6414077844107,1
3,791.0332323271789,1
3,764.5111351776259,1
3,466.95255571088256,1
3,393.39692788463503,0
3,778.8778044490413,1
3,516.647989042469,1
3,446.63138402776235,1
3,697.5674854902727,1
3,358.21182170395264,0
3,398.86451735182885,0
3,543.0664332642338,1
3,344.8618378244702,0
3,895.7870342749643,1
3,449.49564774216776,1
3,453.0473983982584,1
3,397.3726503137342,0
3,736.5580549803739,1
3,612.7869965070431,1
3,654.078410778038,1
3,375.9880697512151,0
3,335.09518529448053,0
3,509.6394989605461,1
3,723.3367281820838,1
3,753.5677147715927,1
3,385.1265322953078,0
3,682.447702414964,1
3,940.4059188368813,1
3,574.9389192548938,1
3,855.8814277337705,1
3,351.2165760069775,0
3,803.4159029634864,1
3,793.3579571396593,1
3,885.684673284111,1
3,711.3425588485485,1
3,537.4109332313056,1
3,879.0679776377439,1
3,529.5309087781851,1
3,564.0527924778874,1
3,747.6960684180615,1
3,801.4799233433782,1
3,883.3452179307311,1
3,399.82295883199475,1
3,816.6270548771914,1
3,673.4028785952149,1
3,390.97131136695293,0
3,472.60773773782245,1
3,483.9494385757958,0
3,440.4365566911103,1
3,917.4375768865418,1
3,683.9701867915613,1
3,650.8678967679332,1
3,907.0055639399294,1
3,497.42503063294765,0
3,825.161437112352,1
3,560.7848624194175,1
3,841.4912523583898,1
3,360.51607703602133,0
3,839.1450946671997,1
3,408.3310932414736,0
3,538.5674282006868,1
3,837.5841948543427,1
3,495.99449735210015,1
3,718.769233292752,1
3,458.26022975537205,1
3,685.7124921992546,1
3,389.05982861182775,0
3,267.4493578700901,0
3,400.77821899446076,0
3,605.235144527948,1
3,390.1086464292141,0
3,531.8486436740887,1
3,574.5134452822168,1
3,347.7159558715908,0
3,682.8725077180414,1
3,827.129442470659,1
3,331.6960783565442,0
3,711.5755170819482,1
3,669.3879163074514,1
3,504.82099331345165,1
3,711.762658628342,1
3,500.7983801297816,1
3,581.9108536869894,1
3,321.61452281082956,0
3,732.4491554431197,1
3,651.9141040455532,1
3,298.65525774836954,0
3,574.6667146755921,1
3,912.2391103616974,1
3,656.1951895085972,1
3,660.1736517661814,1
3,903.172748323828,1
3,660.9636979966638,1
3,687.4350962562053,1
3,776.027468719798,1
3,791.0706696966714,1
3,582.5336100689866,1
3,632.3255956896754,1
3,556.672140941312,1
3,836.0999939439733,1
3,755.4226982538413,1
3,318.0544626210452,0
3,828.6099299360253,1
3,573.1684611279042,1
3,330.3090312667112,0
3,668.1425018500121,1
3,498.2888813946264,1
3,923.9093966314216,1
3,331.3424587009076,0
3,765.995381532567,1
3,653.1238092083587,1
3,361.9818902498469,0
3,878.0833947667055,1
3,604.6996113118428,1
3,495.05361680533036,1
3,570.0906313206708,1
3,884.3737330072388,1
3,524.9093303426182,1
3,459.2470554423019,1
3,329.13491199000805,0
3,474.7462178138416,1
3,753.005554787991,1
3,532.6957503326837,1
3,454.49717141341233,0
3,372.8287118768587,0
3,532.4078773987393,1
3,810.4450455867087,1
3,591.7680581961057,1
3,848.0578126431782,1
3,602.1033903192355,1
3,447.09131649349393,0
3,806.1520335661,1
3,618.8366560525437,1
3,664.3436262126938,1
3,962.832834884619,1
3,330.8126734402723,0
3,328.1961654740963,0
3,717.314956256282,1
3,509.54096544691913,1
3,381.35807357753754,0
3,286.14924342069884,0
3,302.0311973125342,0
3,705.8432562333761,1
3,471.6872518188208,1
3,552.3126400219544,1
3,705.1189284167099,1
3,567.4845845236964,1
3,267.03728887764146,0
3,769.8031660921089,1
3,345.5080736905295,0
3,747.7208698721751,1
3,895.6383435654251,1
3,610.7797222733966,1
3,667.2712265915953,1
3,563.2071969569424,1
3,479.533048784989,1
3,801.7753409540763,1
3,846.1721534353303,1
3,528.7791544615385,1
3,560.4632821707964,1
3,855.738877206931,1
3,885.1395606309702,1
3,591.4982114374509,1
3,636.25857512139,1
3,488.305593269659,1
3,940.8327193182909,1
3,374.8905566662088,0
3,694.7716202539813,1
