site,age,q,mean,lower,upper
K,0.8140703517587939,0.1,6.311940368064673,-0.3250691741282251,12.531815222424274
K,0.8442211055276382,0.1,7.4366268298277065,0.6964503706387769,13.658079680148512
K,0.8743718592964824,0.1,8.575127848690107,1.7901072039702886,14.946308742550332
K,0.9045226130653266,0.1,9.727985763524067,2.7481522163639354,16.15860447539256
K,0.9346733668341708,0.1,10.895742913201289,3.812497331589351,17.303518163726743
K,0.964824120603015,0.1,12.078941636593694,4.884741964231014,18.460062238828232
K,0.9949748743718593,0.1,13.278124272573253,5.999188520062282,19.705227207145025
K,1.0251256281407035,0.1,14.493830200518916,7.321519907989737,21.06227079417147
K,1.0552763819095476,0.1,15.726579125100498,8.40240543540853,22.41879721704216
K,1.085427135678392,0.1,16.976882724843108,9.563068058237738,23.82408397277087
K,1.1155778894472361,0.1,18.24525265459579,10.740718253486904,25.168383923391776
K,1.1457286432160803,0.1,19.532200569207546,11.846756056599174,26.612842859478402
K,1.1758793969849246,0.1,20.83823812352754,12.98200035239015,27.965087297105587
K,1.2060301507537687,0.1,22.163876972404815,14.144970905324483,29.387710861183614
K,1.236180904522613,0.1,23.509628770688387,15.376113108818585,30.842207980416006
K,1.2663316582914572,0.1,24.87600517322741,16.683702876606542,32.30838919686735
K,1.2964824120603013,0.1,26.263517834870846,18.014329668675988,33.792830139534146
K,1.3266331658291457,0.1,27.672678410467885,19.33255574821429,35.3198775367634
K,1.3567839195979898,0.1,29.103998554867474,20.533456743061063,36.83131998645786
K,1.3869346733668342,0.1,30.557989922918775,21.83532295071426,38.38750859339711
K,1.4170854271356783,0.1,32.03516416947084,23.196203334314685,39.904271731914235
K,1.4472361809045227,0.1,33.53603294937272,24.621042143413742,41.504283990010244
K,1.4773869346733668,0.1,35.06110791747345,26.072352285879262,43.16837633116755
K,1.507537688442211,0.1,36.61090038950957,27.530495549494518,44.84297097471722
K,1.5376884422110553,0.1,38.1858806485881,28.971985067726578,46.56401733609877
K,1.5678391959798994,0.1,39.78643928634611,30.507923547995063,48.28155427904115
K,1.5979899497487438,0.1,41.41295773837925,32.07680389019996,50.04343359202894
K,1.6281407035175879,0.1,43.06581744028332,33.732949155647674,51.752053688182535
K,1.658291457286432,0.1,44.745399827654,35.37213006487109,53.537955832336436
K,1.6884422110552764,0.1,46.452086336087085,36.98534525307166,55.34859770418947
K,1.7185929648241205,0.1,48.18625840117832,38.66081333142961,57.09416541558249
K,1.7487437185929648,0.1,49.9482974585234,40.27448550437289,58.89459896316154
K,1.778894472361809,0.1,51.73858494371807,42.09177684568874,60.72789586751927
K,1.809045226130653,0.1,53.557502292358095,43.77121691576568,62.67555944765278
K,1.8391959798994975,0.1,55.40543094003919,45.514015848601794,64.66823346197873
K,1.8693467336683416,0.1,57.28275232235711,47.391829266893524,66.55451877910649
K,1.899497487437186,0.1,59.189847874907564,49.25716652831454,68.53727190450795
K,1.92964824120603,0.1,61.127099033286335,51.21219780284988,70.54601199867285
K,1.9597989949748742,0.1,63.09488723308908,53.184147388789754,72.47973378033987
K,1.9899497487437185,0.1,65.09359390991162,55.10935443207108,74.52709716594552
K,2.020100502512563,0.1,67.12359169612,57.18939006094734,76.59967042949637
K,2.050251256281407,0.1,69.18515088653527,59.185886459099876,78.6757972414571
K,2.080402010050251,0.1,71.27847575175599,61.23047021070967,80.80348131813224
K,2.1105527638190953,0.1,73.40376946197695,63.43941884488424,83.00715579053387
K,2.1407035175879394,0.1,75.56123518739294,65.68516072529893,85.18303921768677
K,2.170854271356784,0.1,77.75107609819885,67.9679945256415,87.37891474104052
K,2.201005025125628,0.1,79.9734953645894,70.28848398136613,89.49835455549947
K,2.2311557788944723,0.1,82.22869615675944,72.55379624460286,91.79617090207591
K,2.2613065326633164,0.1,84.51688164490378,74.83866416576912,94.10156562691859
K,2.2914572864321605,0.1,86.83825499921723,77.17174825487017,96.38628892076534
K,2.321608040201005,0.1,89.19301938989464,79.51711899501063,98.69104888342596
K,2.351758793969849,0.1,91.58137798713075,81.96320652477844,101.09407345037992
K,2.3819095477386933,0.1,94.0035339611204,84.30033493040547,103.55048749197499
K,2.4120603015075375,0.1,96.4596904820584,86.68459067953589,105.94766698539439
K,2.4422110552763816,0.1,98.95005072013957,89.1583719793932,108.45676793654542
K,2.472361809045226,0.1,101.47481784555876,91.70057827674437,111.01395173496682
K,2.5025125628140703,0.1,104.03419500954622,94.25822260528584,113.517931818388
K,2.5326633165829144,0.1,106.62834377422995,96.76227739605781,115.98956340328485
K,2.5628140703517586,0.1,109.25729592780839,99.30941096491425,118.51858386663112
K,2.5929648241206027,0.1,111.92105801675844,101.9761687437392,121.14033779542858
K,2.6231155778894473,0.1,114.61963658755705,104.67435505315285,123.8818234792734
K,2.6532663316582914,0.1,117.35303818668108,107.28765773328794,126.59892537283534
K,2.6834170854271355,0.1,120.12126936060749,110.01521646073809,129.3394174180811
K,2.7135678391959797,0.1,122.92433665581318,112.92630707015591,132.2053548759009
K,2.743718592964824,0.1,125.76224661877508,115.73141812286136,135.07728115811406
K,2.7738693467336684,0.1,128.63500579597016,118.58281087070942,138.11224321512927
K,2.8040201005025125,0.1,131.54262073387522,121.37644862465591,140.95981100776243
K,2.8341708542713566,0.1,134.48509797896727,124.13116490679856,144.1547241271893
K,2.8643216080402008,0.1,137.4624440777232,126.97694706708879,147.24165754415336
K,2.8944723618090453,0.1,140.47466557661997,129.88570232151474,150.60011558095326
K,2.9246231155778895,0.1,143.52176902213446,132.77410884121431,153.8806033509177
K,2.9547738693467336,0.1,146.60376096074356,135.72856574332704,157.1816771627515
K,2.9849246231155777,0.1,149.72064793892423,138.6495275507493,160.53586212331032
K,3.015075376884422,0.1,152.87243243527124,141.53701866093536,163.93123473118428
K,3.0452261306532664,0.1,156.05902336708988,144.53516289797912,167.55605123812776
K,3.0753768844221105,0.1,159.28023609039585,147.57235872922294,171.1414189090521
K,3.1055276381909547,0.1,162.5358818933228,150.53525518993425,174.8064478084349
K,3.135678391959799,0.1,165.82577206400433,153.5144425862187,178.60358679701278
K,3.165829145728643,0.1,169.14971789057412,156.62542221608467,182.40770593140377
K,3.1959798994974875,0.1,172.50753066116576,159.8420359764195,186.32211008791288
K,3.2261306532663316,0.1,175.89902166391283,162.7826696979589,190.23364042351403
K,3.2562814070351758,0.1,179.32400218694897,165.89010319021426,194.19622693456068
K,3.28643216080402,0.1,182.7822835184078,169.0717792274214,198.086422214619
K,3.316582914572864,0.1,186.27367694642294,172.20086044552735,202.12063812896275
K,3.3467336683417086,0.1,189.79799375912805,175.42152028846908,206.36055693384682
K,3.3768844221105527,0.1,193.35504524465665,178.5167398680608,210.52807924001894
K,3.407035175879397,0.1,196.9446426911424,181.70166249758086,214.7689731266881
K,3.437185929648241,0.1,200.56659738671894,184.91846787281077,218.95087189572985
K,3.467336683417085,0.1,204.22072061951985,188.23669635320462,223.238428091078
K,3.4974874371859297,0.1,207.90682367767886,191.43594851698205,227.68991483285643
K,3.527638190954774,0.1,211.624695784769,194.72222652719236,232.06756347091147
K,3.557788944723618,0.1,215.3740127250045,197.97480688351422,236.43372677483205
K,3.587939698492462,0.1,219.15441392829368,201.34355120839135,240.9260511549357
K,3.618090452261306,0.1,222.96553880796748,204.6712997769586,245.39228472005468
K,3.648241206030151,0.1,226.80702677735687,207.678063854318,250.01128926916704
K,3.678391959798995,0.1,230.67851724979266,211.23387633538832,254.6218312664246
K,3.708542713567839,0.1,234.57964963860582,214.42177660432336,259.2621333132109
K,3.738693467336683,0.1,238.51006335712725,217.78619361385864,264.0514764780084
K,3.7688442211055273,0.1,242.46939781868792,221.05035478681506,268.82347293363995
K,3.798994974874372,0.1,246.4572924366188,224.3626863883498,273.69813456982445
K,3.829145728643216,0.1,250.47338662425062,227.5559941423481,278.5849031520969
K,3.85929648241206,0.1,254.51731979491444,230.8036645955354,283.40882991049966
K,3.8894472361809043,0.1,258.58873136194114,233.95879099467393,288.2673884651067
K,3.9195979899497484,0.1,262.68726073866173,237.4399627422733,293.1777648359275
K,3.949748743718593,0.1,266.812547338407,240.634588923936,298.18490140720974
K,3.979899497487437,0.1,270.96423057450795,243.94447236395993,303.2630342398213
K,4.010050251256281,0.1,275.1419491660673,247.3901832422425,308.4325978938458
K,4.040201005025126,0.1,279.3453001785,250.94646261042874,313.6834614812093
K,4.0703517587939695,0.1,283.5738161140042,254.23757911520852,318.7743993833289
K,4.100502512562814,0.1,287.82702392095354,257.66278842898816,324.0400203536767
K,4.130653266331658,0.1,292.10445054772117,260.9237782742839,329.34201783939665
K,4.160804020100502,0.1,296.4056229426807,264.4107892384007,334.67969025650115
K,4.190954773869347,0.1,300.7300680542053,267.7544164769656,340.0561389431258
K,4.221105527638191,0.1,305.07731283066823,270.86398404862945,345.55675561254424
K,4.251256281407035,0.1,309.44688422044317,274.30232787095673,350.9011327721281
K,4.281407035175879,0.1,313.8383091719031,277.8109748186732,356.3176337813872
K,4.311557788944723,0.1,318.2511146334218,281.2653900796675,361.92224556849106
K,4.341708542713568,0.1,322.6848275533724,284.76579331838394,367.36083274633893
K,4.371859296482412,0.1,327.1389748801281,288.2751740541748,372.9630801757765
K,4.402010050251256,0.1,331.6130835620626,291.75183271234465,378.5796243630496
K,4.4321608040201,0.1,336.106680547549,295.29116084103003,384.3289749523174
K,4.4623115577889445,0.1,340.6192927849608,298.721599761757,389.9571458869614
K,4.492462311557789,0.1,345.15044722267135,302.3164594790557,395.7273370939771
K,4.522613065326633,0.1,349.69967113611915,305.40856381969917,401.5295739106713
K,4.552763819095477,0.1,354.2664946474222,308.7801296696371,407.36116756854256
K,4.582914572864321,0.1,358.850449344435,312.3002163255649,413.1842687254688
K,4.613065326633166,0.1,363.45106682712606,315.90333964511746,418.75380181718026
K,4.64321608040201,0.1,368.0678786954636,319.22468951117804,424.73126791572867
K,4.673366834170854,0.1,372.7004165494156,322.6376384165734,430.62454159992706
K,4.703517587939698,0.1,377.34821198895077,326.2778299041477,436.70475435123234
K,4.733668341708542,0.1,382.01079661403696,329.92284563123513,442.73259536737334
K,4.763819095477387,0.1,386.6877020246428,333.2380465985089,448.72525564869096
K,4.793969849246231,0.1,391.3784598207364,336.67250480945285,454.5590522815908
K,4.824120603015075,0.1,396.0826016022859,339.7700453673532,460.6238564800602
K,4.8542713567839195,0.1,400.7996589692597,343.1596817650569,466.8258659887185
K,4.884422110552763,0.1,405.529163521626,346.7862971811011,472.86458201783296
K,4.914572864321608,0.1,410.27064685935323,350.2290199944783,479.0409026743809
K,4.944723618090452,0.1,415.02364058240954,353.8759769896011,485.04993010908544
K,4.974874371859296,0.1,419.78767629076316,357.5293186634477,491.15333371920184
K,5.005025125628141,0.1,424.5622857088942,361.1897499978022,497.46514973007754
K,5.035175879396984,0.1,429.3470427707876,364.66722412191825,503.76380641412084
K,5.065326633165829,0.1,434.1416248797461,368.1585272549161,510.1314491217699
K,5.0954773869346734,0.1,438.9457250030487,371.48049435694526,516.5365567281688
K,5.125628140703517,0.1,443.7590361079745,374.6541376470974,522.8826985367157
K,5.155778894472362,0.1,448.58125116180315,377.83362721629726,529.2252114982458
K,5.185929648241205,0.1,453.4120631318134,381.26994731432524,535.4433635171391
K,5.21608040201005,0.1,458.2511649852848,384.74780338335125,541.9513629569109
K,5.2462311557788945,0.1,463.09824968949647,388.23060589535476,548.2458639992914
K,5.276381909547738,0.1,467.9530102117275,391.71340840735826,554.3721538880684
K,5.306532663316583,0.1,472.81513951925734,395.1962109193618,560.4704435235956
K,5.3366834170854265,0.1,477.68433057936494,398.5770258561834,566.8511447341338
K,5.366834170854271,0.1,482.5602763593298,401.8889616891788,573.245908344582
K,5.396984924623116,0.1,487.4426698264311,405.2027751506141,579.654095154944
K,5.427135678391959,0.1,492.33120394794776,408.5182833002241,586.0941711672766
K,5.457286432160804,0.1,497.2255716911594,411.86381927766894,592.6126091095873
K,5.487437185929648,0.1,502.12546602334487,415.24092689027026,599.1051596039302
K,5.517587939698492,0.1,507.03057991178383,418.58601658068847,605.5255327134861
K,5.547738693467337,0.1,511.94060632375516,421.89435625822705,611.949211472894
K,5.57788944723618,0.1,516.8552382265381,425.205939854312,618.4307606601218
K,5.608040201005025,0.1,521.774168587412,428.87301115371275,625.0151210301347
K,5.638190954773869,0.1,526.6970903736559,432.453520485808,631.4462013178714
K,5.668341708542713,0.1,531.6236965525493,435.89810724754926,637.9261830374645
K,5.698492462311558,0.1,536.5536800913712,439.34269400929054,644.3555693170733
K,5.7286432160804015,0.1,541.4867339574009,442.78728077103176,650.9254693389265
K,5.758793969849246,0.1,546.4225511179177,446.231867532773,657.5011653952332
K,5.788944723618091,0.1,551.3608245402007,449.64758478881015,664.0792167557457
K,5.819095477386934,0.1,556.301247191529,453.06664734989454,670.6616787078879
K,5.849246231155779,0.1,561.2435120391822,456.36991994631035,677.1710229824
K,5.879396984924623,0.1,566.1873120504391,459.7974553587446,683.6658841163369
K,5.909547738693467,0.1,571.1323401925792,463.20080883655817,690.1632001026977
K,5.939698492462312,0.1,576.0782894328818,466.5207008920915,696.6914134567658
K,5.969849246231155,0.1,581.0248527386257,469.8303147936907,703.2808045362497
K,6,0.1,585.9717230770905,473.13992869528994,709.8695414735677
K,0,0.2,-7.366967900445552,-17.618027484215805,-1.1429354516743662
K,0.03015075376884422,0.2,-6.437446193383689,-16.351650373502597,-0.3760729556035809
K,0.06030150753768844,0.2,-5.507389887282743,-15.084673099605169,0.351965765906156
K,0.09045226130653267,0.2,-4.576264383103285,-13.81693907697594,1.099185014883522
K,0.12060301507537688,0.2,-3.6435350818060677,-12.559409670447415,1.8336978247239601
K,0.1507537688442211,0.2,-2.708667384352178,-11.307888676953901,2.6517347955189434
K,0.18090452261306533,0.2,-1.7711266917021893,-10.016589845528655,3.4166929813683953
K,0.21105527638190955,0.2,-0.8303784048167494,-8.779684690727015,4.175105857877271
K,0.24120603015075376,0.2,0.11411207534319211,-7.45907340014644,5.001878297370988
K,0.271356783919598,0.2,1.0628793478167826,-6.285930369846602,5.792858805577036
K,0.3015075376884422,0.2,2.016458011643475,-5.017343328003755,6.558219030015212
K,0.3316582914572864,0.2,2.975382665862364,-3.780582694689167,7.34098212412628
K,0.36180904522613067,0.2,3.940187909512525,-2.517262845341102,8.19679374274723
K,0.39195979899497485,0.2,4.911408341633363,-1.2145771403479626,9.012131937179307
K,0.4221105527638191,0.2,5.889578561264114,-0.0047410288246308285,9.966957606485716
K,0.4522613065326633,0.2,6.875233167443785,1.3176040327742624,10.913109116765423
K,0.4824120603015075,0.2,7.868906759211774,2.4347139309811934,11.794529656989777
K,0.5125628140703518,0.2,8.871135089779255,3.7697031357612043,12.708936282092957
K,0.542713567839196,0.2,9.88249465924307,4.991737864334839,13.731585782383556
K,0.5728643216080401,0.2,10.903612631231237,6.141140079665815,14.719151693574648
K,0.6030150753768844,0.2,11.935119336419652,7.267313592725725,15.798506132946821
K,0.6331658291457286,0.2,12.977645105483976,8.499289851362676,16.912207430838304
K,0.6633165829145728,0.2,14.031820269099915,9.651152913675174,17.960083122623416
K,0.6934673366834171,0.2,15.098275157943316,10.80569537527941,19.024304875299702
K,0.7236180904522613,0.2,16.177640102690027,11.876605263284825,20.133856284348163
K,0.7537688442211055,0.2,17.270545434015634,12.996518115566964,21.30761370834284
K,0.7839195979899497,0.2,18.377621482596005,14.168572614810762,22.474307752484528
K,0.8140703517587939,0.2,19.499498579107016,15.203731030740071,23.649042984118573
K,0.8442211055276382,0.2,20.636807054224313,16.243660637665187,24.826344133791288
K,0.8743718592964824,0.2,21.790177238623553,17.30700905998543,26.070027201225805
K,0.9045226130653266,0.2,22.960239462980827,18.43192871581066,27.377382000692577
K,0.9346733668341708,0.2,24.147624057971658,19.566341127969036,28.66235755916761
K,0.964824120603015,0.2,25.352961354271837,20.64962873497411,29.92580899130081
K,0.9949748743718593,0.2,26.576881682557197,21.759962901821744,31.248624495080758
K,1.0251256281407035,0.2,27.820011875929037,22.91896909774184,32.57923219901756
K,1.0552763819095476,0.2,29.082955515613644,24.060259621937956,33.90607916987984
K,1.085427135678392,0.2,30.366306697415553,25.27765308310807,35.26285709957436
K,1.1155778894472361,0.2,31.670659489158588,26.472536150221437,36.685715740447485
K,1.1457286432160803,0.2,32.9966079586665,27.681193571063897,38.11351691512443
K,1.1758793969849246,0.2,34.34474617376324,28.924063283883747,39.5772625771069
K,1.2060301507537687,0.2,35.71566820227263,30.155529133445587,41.042771625384
K,1.236180904522613,0.2,37.109968112018436,31.409813721562536,42.54032759699829
K,1.2663316582914572,0.2,38.52823997082459,32.6550308445034,44.08200031441891
K,1.2964824120603013,0.2,39.971077846514824,34.007982756254265,45.64316829308243
K,1.3266331658291457,0.2,41.43907580691311,35.37169164644342,47.24182410821004
K,1.3567839195979898,0.2,42.93282791984315,36.73876078493085,48.846480521328296
K,1.3869346733668342,0.2,44.45292825312888,38.133266084331794,50.45359183579029
K,1.4170854271356783,0.2,45.99997087459414,39.5558654671542,52.114839971090355
K,1.4472361809045227,0.2,47.574549852062724,41.04829138394746,53.85984618559939
K,1.4773869346733668,0.2,49.17725925335846,42.59015209254656,55.58849901144103
K,1.507537688442211,0.2,50.80869275069857,44.140448688820904,57.3410060128822
K,1.5376884422110553,0.2,52.46939614788683,45.78323128342681,59.11849331490438
K,1.5678391959798994,0.2,54.15982228114783,47.46081512085671,60.975545016939655
K,1.5979899497487438,0.2,55.88041330532449,49.18996704467798,62.85378835237707
K,1.6281407035175879,0.2,57.631611375259894,50.8501745032624,64.70523393137273
K,1.658291457286432,0.2,59.413858645797006,52.56359438381884,66.49615122337929
K,1.6884422110552764,0.2,61.22759727177892,54.27025449043053,68.38195000002995
K,1.7185929648241205,0.2,63.07326940804866,56.035067832986726,70.24077862442213
K,1.7487437185929648,0.2,64.9513172094492,57.901883693097055,72.1154481329771
K,1.778894472361809,0.2,66.86218283082356,59.80878488522305,74.1422263701193
K,1.809045226130653,0.2,68.80630842701483,61.64191235252477,76.18182714883054
K,1.8391959798994975,0.2,70.78413615286595,63.570533371083656,78.14665910051235
K,1.8693467336683416,0.2,72.79610816322001,65.49009859520218,80.22580485951325
K,1.899497487437186,0.2,74.84266661291997,67.49106279213166,82.28002519246661
K,1.92964824120603,0.2,76.92425365680894,69.52971535479803,84.38782288757704
K,1.9597989949748742,0.2,79.04131144972982,71.51034747360741,86.54369320724201
K,1.9899497487437185,0.2,81.19428214652572,73.65671074996808,88.68018709306378
K,2.020100502512563,0.2,83.38359764810295,75.817261907256,90.8960314268773
K,2.050251256281407,0.2,85.60957065335322,77.97798345226943,93.11854016074967
K,2.080402010050251,0.2,87.8724369566429,80.1739573027102,95.35935337435996
K,2.1105527638190953,0.2,90.17243107059619,82.43858471362135,97.69563508707049
K,2.1407035175879394,0.2,92.50978750783727,84.72655369466487,100.04642180615889
K,2.170854271356784,0.2,94.88474078099046,87.18709123684697,102.45441493552403
K,2.201005025125628,0.2,97.29752540267987,89.65690051769789,104.89993073340365
K,2.2311557788944723,0.2,99.74837588552973,92.05642861238601,107.32703917095054
K,2.2613065326633164,0.2,102.23752674216429,94.57170745681698,109.8891741350238
K,2.2914572864321605,0.2,104.76521248520775,97.13603465255362,112.4483004094729
K,2.321608040201005,0.2,107.33166762728439,99.72781894284384,115.0394921195906
K,2.351758793969849,0.2,109.93712668101831,102.39397825879242,117.63678949191178
K,2.3819095477386933,0.2,112.58182415903377,105.05642127965697,120.37572808934051
K,2.4120603015075375,0.2,115.26599457395503,107.65667359402336,123.18932640488433
K,2.4422110552763816,0.2,117.98987243840625,110.34345507010343,125.99909405781878
K,2.472361809045226,0.2,120.75369226501172,113.06535792775436,128.96264535131976
K,2.5025125628140703,0.2,123.55768854432114,115.81923885705869,131.88346609254714
K,2.5326633165829144,0.2,126.40204735761138,118.61447148086187,134.90611095011326
K,2.5628140703517586,0.2,129.28680373068542,121.31978330724155,137.9626368707233
K,2.5929648241206027,0.2,132.21196330825083,124.10940332483796,140.94881281084932
K,2.6231155778894473,0.2,135.17753173501518,126.84803621884107,143.95806407979595
K,2.6532663316582914,0.2,138.18351465568594,129.68831116615922,147.14189113515343
K,2.6834170854271355,0.2,141.2299177149707,132.42510048027756,150.33177957372726
K,2.7135678391959797,0.2,144.316746557577,135.3074563541434,153.81770990928163
K,2.743718592964824,0.2,147.44400682821245,138.28819795812842,157.0309236966187
K,2.7738693467336684,0.2,150.6117041715846,141.33201358417003,160.4925384313704
K,2.8040201005025125,0.2,153.81984423240092,144.2170896797515,163.9541220325274
K,2.8341708542713566,0.2,157.068432655369,147.384368508708,167.41881197261694
K,2.8643216080402008,0.2,160.3574750851964,150.49088853665862,170.8352049598436
K,2.8944723618090453,0.2,163.68697716659074,153.61065754784525,174.27408836607765
K,2.9246231155778895,0.2,167.05694454425944,156.73553185626008,177.8771971661493
K,2.9547738693467336,0.2,170.4673828629101,159.77431283687264,181.60753438806574
K,2.9849246231155777,0.2,173.91829776725032,162.805014961135,185.35588185494953
K,3.015075376884422,0.2,177.40969016974898,165.80825416509614,189.15895044957944
K,3.0452261306532664,0.2,180.94145214138646,168.95661558486404,193.00990082241287
K,3.0753768844221105,0.2,184.51336691165434,172.28161864974962,197.02047271941862
K,3.1055276381909547,0.2,188.1252129778058,175.3128229919064,200.99033222286593
K,3.135678391959799,0.2,191.77676883709384,178.5632433416905,205.03870842032066
K,3.165829145728643,0.2,195.4678129867716,181.64845028341793,208.9071460337409
K,3.1959798994974875,0.2,199.19812392409222,184.77287794973282,212.98575347895567
K,3.2261306532663316,0.2,202.96748014630862,187.92944098560577,217.13007919226416
K,3.2562814070351758,0.2,206.77566015067393,191.17391754767826,221.27602385758001
K,3.28643216080402,0.2,210.62244243444124,194.41611560537766,225.52265413714755
K,3.316582914572864,0.2,214.50760549486364,197.6445566842074,230.0267983077268
K,3.3467336683417086,0.2,218.43092782919425,200.86073616037677,234.37854980014473
K,3.3768844221105527,0.2,222.39218793468604,204.29378931862976,238.87084870630218
K,3.407035175879397,0.2,226.39116430859212,207.52768588504884,243.37266139726793
K,3.437185929648241,0.2,230.42763544816557,210.90195565942702,247.91045541414542
K,3.467336683417085,0.2,234.5013798506595,214.30273726101987,252.40709353439203
K,3.4974874371859297,0.2,238.61217601332703,217.73654639988627,256.9890560239619
K,3.527638190954774,0.2,242.75977679673122,221.06668983330044,261.4831929829891
K,3.557788944723618,0.2,246.94380325687584,224.55659685616246,265.9090819717788
K,3.587939698492462,0.2,251.1638342098991,227.7285136916461,270.7045031546229
K,3.618090452261306,0.2,255.419448452678,231.01870814278533,275.6552384768478
K,3.648241206030151,0.2,259.7102247820897,234.51269382045805,280.5226175240711
K,3.678391959798995,0.2,264.035741995011,238.04111712026852,285.30254878169023
K,3.708542713567839,0.2,268.39557888831905,241.57453873310627,290.12752820160875
K,3.738693467336683,0.2,272.7893142588908,245.15953681036504,294.990729616533
K,3.7688442211055273,0.2,277.2165269036033,248.84679607347377,299.89162762481965
K,3.798994974874372,0.2,281.6767956193337,252.3568006461882,304.59986359458446
K,3.829145728643216,0.2,286.1696992029587,255.80253984309937,309.5808590026793
K,3.85929648241206,0.2,290.6948164513556,259.2639740768001,314.74068089414897
K,3.8894472361809043,0.2,295.25172616140134,263.0121385976571,319.7349247661776
K,3.9195979899497484,0.2,299.84000712997295,266.4446538655942,324.7525154997719
K,3.949748743718593,0.2,304.45923815394735,270.281438710172,329.67050642065885
K,3.979899497487437,0.2,309.1089980302017,274.1054774329681,334.78538827306323
K,4.010050251256281,0.2,313.78886475320394,277.8061744300812,340.00655548228747
K,4.040201005025126,0.2,318.49836817288696,281.3740104187661,345.3301444376338
K,4.0703517587939695,0.2,323.2369635151534,284.8813892935088,350.7071851494519
K,4.100502512562814,0.2,328.00409958663494,288.4317402578689,355.99077745425245
K,4.130653266331658,0.2,332.7992251939628,292.05967454669957,361.3591442916854
K,4.160804020100502,0.2,337.6217891437688,295.5525506410195,366.6277670824278
K,4.190954773869347,0.2,342.4712402426842,298.95335584422145,372.1621017759689
K,4.221105527638191,0.2,347.3470272973403,302.73503523464154,377.6223946768191
K,4.251256281407035,0.2,352.2485991143689,306.5676108032801,383.2492843217574
K,4.281407035175879,0.2,357.1754045004012,310.41974088992913,389.00061588057395
K,4.311557788944723,0.2,362.12689226206896,314.293595502166,394.4907045480455
K,4.341708542713568,0.2,367.10251120600344,317.85112747229766,400.0361324064891
K,4.371859296482412,0.2,372.101710138836,321.8457132003903,405.64802308418194
K,4.402010050251256,0.2,377.1239378671985,325.5543874598716,411.35158424932547
K,4.4321608040201,0.2,382.16864319772196,329.1684569200031,417.1508262383176
K,4.4623115577889445,0.2,387.2352749370382,332.78920827876414,423.03675765821254
K,4.492462311557789,0.2,392.32328189177855,336.41621046207877,428.7951805461296
K,4.522613065326633,0.2,397.4321134009493,340.20477764608347,434.58447947190746
K,4.552763819095477,0.2,402.56122343719073,344.03246874240256,440.39882582281604
K,4.582914572864321,0.2,407.7100683589711,347.869386685678,446.0541035760274
K,4.613065326633166,0.2,412.8781045444768,351.7041073461418,451.9209822587379
K,4.64321608040201,0.2,418.0647883718936,355.5438279209404,457.99844925236744
K,4.673366834170854,0.2,423.2695762194075,359.3881588063591,463.9448357260714
K,4.703517587939698,0.2,428.49192446520493,363.20383515479557,469.8967764286925
K,4.733668341708542,0.2,433.7312894874715,366.8544617440927,475.96673151500175
K,4.763819095477387,0.2,438.9871276643937,370.37785689660905,482.0147239450813
K,4.793969849246231,0.2,444.25889537415736,373.9193640774828,488.1695194837538
